# nm    dimensionless
103.320 1.2636
107.812 1.3168
112.713 1.3904
118.080 1.4964
123.984 1.6717
130.510 1.8118
137.760 1.5196
145.864 1.6612
154.980 1.8013
165.312 1.9352
177.120 2.0660
190.745 2.1946
206.640 2.3209
225.426 2.4458
247.968 2.5746
261.019 2.6440
275.520 2.7204
291.728 2.8078
309.960 2.9115
330.625 3.0382
354.241 3.1965
381.490 3.3965
413.281 3.6501
450.852 3.9712
495.937 4.3778
551.041 4.8932
619.921 5.5518
708.481 6.4073
