# nm    dimensionless
103.320 0.7910
107.812 0.7868
112.713 0.7800
118.080 0.7779
123.984 0.8091
130.510 1.2024
137.760 1.0470
145.864 0.9647
154.980 0.9760
165.312 1.0188
177.120 1.0804
190.745 1.1551
206.640 1.2376
225.426 1.3210
247.968 1.3938
261.019 1.4215
275.520 1.4408
291.728 1.4497
309.960 1.4463
330.625 1.4296
354.241 1.3995
381.490 1.3568
413.281 1.3038
450.852 1.2440
495.937 1.1813
551.041 1.1201
619.921 1.0643
708.481 1.0177
