# nm                  dimensionless
115.0                 0.0
450.0                 0.0
458.6158065801404     0.0007607914741159426
461.1262380508679     0.004840908306588055
462.9984429841923     0.024921641707723628
464.2402516729569     0.05748681556218581
465.5463816130034     0.08147841391448406
466.4389782492071     0.10578962311802155
467.0217327535632     0.12881293784725828
467.56512828181735    0.1504536164697672
468.3935335982649     0.17471748150389824
469.30737452692364    0.20289331481289774
470.1694755446438     0.23176971637604243
470.7510580491738     0.2598918578057207
471.3743874452152     0.2876386875798048
472.1598451645558     0.3181667069284836
472.862205369776      0.3498086844738931
473.39587630508015    0.37750530261400966
474.21351416640783    0.4120328191324154
474.80454325844636    0.4403574386582463
475.45051404405376    0.4658808553492269
476.1260588636611     0.49180716270994773
477.0386466382429     0.5148495515251909
477.91704706240375    0.5374187835493356
478.8875300525704     0.5616117236658958
479.6958481177862     0.5860102212726709
480.70887726002127    0.6096967187142154
481.64276840252614    0.633614590882424
482.34077889360526    0.65847784449736
483.50645195614914    0.6831287889245493
484.22761299191313    0.7079770881503722
484.9672585153743     0.7339885944024572
485.6657474423289     0.7583722356602571
486.31606728847646    0.7822528525758673
487.0588958484315     0.8123227350263014
487.6812900141747     0.8386860779749966
488.41355610948733    0.8639288852432035
489.2749156492815     0.8889467375982545
490.38000297318035    0.9155391145762822
491.2350743693274     0.9426894606066882
492.4561166738152     0.9671583743757365
494.7216758118508     0.9859759464402804
497.0513447969706     0.9890512695021444
499.34387617765816    0.9671636125202746
500.58480288964813    0.9438663997883381
501.5741324624232     0.9166231368452097
502.20559265394394    0.8934395526336979
503.17692695931254    0.8722440426890294
503.8479577847007     0.8497479976282133
504.4790099597936     0.8279728132614332
505.02782379128274    0.8060612727335472
505.6125332159989     0.7810321548124374
506.0038604284903     0.7561812346469142
506.6691215917326     0.729660200723458
507.29461767483303    0.7012732668856492
507.9377278000324     0.6746162739148557
508.5076574141177     0.6498410616849379
509.46423688814207    0.625777473380745
510.2473121315652     0.6013433067605342
511.11810162436524    0.5746457402555345
511.83002898850816    0.5506854574317563
513.0357697484212     0.5271836283949338
514.5796002665244     0.5015214321172496
515.933094151595      0.47756377073594186
517.2369773564255     0.45638258668204845
518.8545549056148     0.4348712987886945
520.6019716786877     0.41429725874544204
522.7231942575146     0.3956949846922929
524.5077453670152     0.3809179478551958
526.549612623805      0.36282331676847174
528.8431701579414     0.342156782390632
531.1548422416524     0.3222132286735248
533.4547462407489     0.30909898759831494
535.7569247710567     0.2986914386645208
537.9672168156354     0.2831056383798646
540.3867003715591     0.26645773659569116
542.6509112242625     0.2525353179794636
544.9521485692414     0.24100775850439382
547.2541702353277     0.23041354114705404
549.5554860124174     0.21897931588375746
551.6964424371052     0.20421746126238058
553.5993279936752     0.19024218267152343
555.819388104045      0.17302280492051736
557.1815185711552     0.1575944244181123
559.3182324973918     0.144339940695671
561.6665019592341     0.13108829259569552
563.9661706619984     0.11769404888516613
566.2687413528598     0.10775317101023721
568.5717042042749     0.09827896419417283
570.8741964630256     0.08824475210747101
573.176767153887      0.07830387423254179
575.4787888199731     0.06770965687520226
577.7802614612843     0.0564621000354516
580.0814988062633     0.04493454056038164
582.3835204723496     0.03434032320304196
584.6880519659793     0.02673280062243721
586.9916422742803     0.018005267500557143
589.2969580890174     0.011331087037682241
591.6042347065227     0.006990261869131796
593.7748965928643     0.0007921923298777947
596.2201997195268     0.000011372656056254789
598.4252596887186     0.000
650.0                 0.0
